frame,NOSE_x,NOSE_y,LEFT_EYE_x,LEFT_EYE_y,RIGHT_EYE_x,RIGHT_EYE_y,LEFT_EAR_x,LEFT_EAR_y,RIGHT_EAR_x,RIGHT_EAR_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_GROIN_x,LEFT_GROIN_y,RIGHT_GROIN_x,RIGHT_GROIN_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_BIG_TOE_x,LEFT_BIG_TOE_y,LEFT_LITTLE_TOE_x,LEFT_LITTLE_TOE_y,LEFT_HEEL_x,LEFT_HEEL_y,RIGHT_BIG_TOE_x,RIGHT_BIG_TOE_y,RIGHT_LITTLE_TOE_x,RIGHT_LITTLE_TOE_y,RIGHT_HEEL_x,RIGHT_HEEL_y
1.0,908.3006591796875,291.0747375488281,920.115966796875,279.2594299316406,892.9407958984375,278.077880859375,933.11279296875,289.8931884765625,865.7655639648438,289.8931884765625,963.8325805664062,374.9633483886719,827.9566040039062,378.5079345703125,992.1893310546875,474.2118835449219,793.6922607421875,481.3010559082031,1007.5491943359375,546.2852172851562,794.873779296875,560.4635620117188,944.9281005859375,597.0910034179688,862.2210083007812,598.2725219726562,930.749755859375,747.1453247070312,862.2210083007812,751.8713989257812,921.2974853515625,892.4735107421875,863.4025268554688,898.3811645507812,943.74658203125,926.7378540039062,955.5618896484375,919.648681640625,907.119140625,909.014892578125,876.3993530273438,931.4639892578125,851.5872192382812,929.1009521484375,866.9471435546875,911.3779907226562
2.0,908.3641357421875,291.55084228515625,921.3532104492188,279.7425842285156,894.1942749023438,278.561767578125,934.34228515625,290.3699951171875,865.8544311523438,290.3699951171875,963.8629150390625,375.3894348144531,828.0680541992188,378.9319152832031,992.2027587890625,473.39794921875,792.6432495117188,479.30206298828125,1007.553466796875,545.4282836914062,793.8240966796875,558.4173583984375,944.9697265625,597.3845825195312,862.3119506835938,598.5654296875,930.7998046875,746.1685791015625,862.3119506835938,752.07275390625,921.3532104492188,891.41015625,864.6736450195312,897.3142700195312,943.7889404296875,926.8348999023438,955.59716796875,919.7499389648438,907.183349609375,909.1224975585938,876.4818725585938,931.5581665039062,850.5037231445312,929.196533203125,867.0352783203125,911.4841918945312
3.0,908.8463134765625,292.0519714355469,921.8171997070312,280.26025390625,894.6962890625,279.0810852050781,933.60888671875,290.8727722167969,866.396240234375,289.693603515625,964.2672729492188,374.59381103515625,827.483642578125,379.31048583984375,991.38818359375,472.46490478515625,792.1085205078125,479.5399169921875,1007.8965454101562,542.035888671875,794.4668579101562,557.3651123046875,945.4005737304688,596.2777099609375,861.6795654296875,598.6360473632812,930.0713500976562,747.2113647460938,861.6795654296875,753.1072387695312,922.996337890625,891.070068359375,864.0379028320312,896.9658813476562,943.042236328125,926.4451293945312,956.0131225585938,920.54931640625,908.8463134765625,907.5784301757812,877.0087280273438,931.1618041992188,851.0670166015625,928.803466796875,867.5753784179688,911.115966796875
4.0,909.0261840820312,293.7919006347656,921.9899291992188,280.8282165527344,893.7055053710938,279.6496887207031,933.7750854492188,290.25634765625,866.5995483398438,289.0778503417969,964.4165649414062,375.1096496582031,827.7084350585938,378.64520263671875,991.5224609375,474.10516357421875,792.3529052734375,478.8192443847656,1009.2002563476562,542.459228515625,794.7099609375,556.6014404296875,945.5602416992188,596.6710815429688,861.885498046875,599.028076171875,931.4180297851562,747.5213623046875,861.885498046875,752.2354125976562,921.9899291992188,891.3005981445312,864.2425537109375,897.1931762695312,942.0247192382812,926.6561279296875,954.9884033203125,920.7635498046875,909.0261840820312,908.9783325195312,876.0277099609375,930.191650390625,851.27880859375,929.0131225585938,866.5995483398438,911.3353881835938
5.0,909.7351684570312,295.0716552734375,922.6740112304688,282.1327819824219,894.4437866210938,282.1327819824219,934.4366455078125,291.5428771972656,867.3897705078125,290.36663818359375,963.8431396484375,375.05743408203125,827.3968505859375,379.7624816894531,990.8971557617188,473.86334228515625,793.2853393554688,480.9209289550781,1009.7173461914062,542.0864868164062,794.4615478515625,557.3778686523438,946.19921875,597.3707885742188,861.5084228515625,599.7232666015625,930.9078369140625,746.7559204101562,862.6846923828125,751.4609985351562,922.6740112304688,892.6123046875,863.8609619140625,896.14111328125,941.4942016601562,926.723876953125,955.6093139648438,920.8425903320312,908.5588989257812,909.0799560546875,876.7998657226562,931.428955078125,850.922119140625,929.076416015625,867.3897705078125,910.2562255859375
6.0,910.9796142578125,296.23126220703125,922.7177124023438,283.3193664550781,895.7201538085938,283.3193664550781,935.6295776367188,293.8836364746094,867.5487670898438,291.5360412597656,963.801025390625,376.0502014160156,827.6392822265625,380.74542236328125,991.972412109375,474.65008544921875,792.425048828125,480.51910400390625,1009.5795288085938,541.55712890625,794.7726440429688,556.816650390625,946.19384765625,597.89990234375,862.853515625,600.2474975585938,932.108154296875,745.7996826171875,862.853515625,751.6687622070312,921.5438842773438,892.5256958007812,864.02734375,896.047119140625,942.6724243164062,926.5661010742188,955.5843505859375,919.5232543945312,907.4581909179688,908.958984375,876.939208984375,931.2613525390625,851.1154174804688,928.9137573242188,866.3749389648438,911.306640625
7.0,909.9915161132812,297.751953125,922.8748779296875,284.86859130859375,895.9369506835938,284.86859130859375,935.7582397460938,295.4095458984375,867.8277587890625,293.0671081542969,963.867431640625,377.3946228027344,828.0064697265625,380.90826416015625,991.9766235351562,475.7767028808594,794.0411987304688,482.8039855957031,1009.5447998046875,542.5359497070312,795.21240234375,558.9329833984375,946.2991943359375,598.7543334960938,861.9716796875,601.0967407226562,932.24462890625,748.6698608398438,861.9716796875,753.354736328125,921.7036743164062,892.7293701171875,864.3141479492188,896.2430419921875,942.7855224609375,926.6946411132812,955.6689453125,919.6673583984375,907.6491088867188,909.1264038085938,874.8550415039062,931.3794555664062,850.259521484375,929.0370483398438,867.8277587890625,910.297607421875
8.0,910.6199951171875,299.71844482421875,923.4962158203125,286.8421936035156,896.5731201171875,285.671630859375,935.201904296875,296.20672607421875,868.4794921875,293.8656005859375,963.2955322265625,378.14654541015625,828.68017578125,382.8288269042969,991.3892211914062,476.47430419921875,793.5631103515625,483.4977111816406,1008.94775390625,544.3672485351562,795.9042358398438,560.7552490234375,946.9075927734375,599.3839721679688,862.6266479492188,601.7251586914062,932.8607788085938,750.3873291015625,862.6266479492188,752.7284545898438,922.3256225585938,892.026123046875,863.7972412109375,896.7083740234375,942.225341796875,927.1431884765625,955.1015625,920.1197509765625,907.1082763671875,909.5846557617188,875.5029296875,930.6549072265625,850.9209594726562,928.3137817382812,867.3088989257812,910.7552490234375
9.0,911.2987060546875,298.6640930175781,924.1465454101562,286.9842224121094,896.1148681640625,285.81622314453125,935.826416015625,296.328125,869.2511596679688,293.99212646484375,963.8580932617188,379.25518798828125,828.3716430664062,383.9271240234375,991.8897705078125,477.3660583496094,794.5,485.5419616699219,1008.2415771484375,546.2772827148438,796.8359985351562,563.7970581054688,946.3383178710938,600.0046997070312,862.2432250976562,602.3406372070312,932.3224487304688,751.8429565429688,863.4112548828125,755.346923828125,921.810546875,892.0014038085938,864.5792236328125,896.67333984375,942.8343505859375,927.0409545898438,954.5142211914062,920.0330810546875,905.458740234375,909.5211791992188,876.2590942382812,931.7129516601562,850.5633544921875,929.376953125,866.9152221679688,910.6891479492188
10.0,911.0467529296875,299.4404602050781,923.8792114257812,287.77459716796875,895.8811645507812,286.6080017089844,935.5450439453125,297.1072692871094,869.0496826171875,295.9407043457031,963.5430908203125,381.1014404296875,828.2191772460938,384.6011962890625,990.3745727539062,479.0946044921875,795.5548095703125,487.2607116699219,1007.8733520507812,550.25634765625,797.887939453125,566.5885009765625,946.0443115234375,600.4194946289062,862.0501708984375,602.752685546875,933.2118530273438,752.0756225585938,863.2167358398438,754.4087524414062,921.5460205078125,893.232421875,864.3833618164062,896.732177734375,941.3779907226562,927.0634155273438,955.3770141601562,920.0639038085938,906.3804321289062,909.5646362304688,876.0491943359375,930.5631713867188,850.3843383789062,929.3966064453125,866.7164916992188,910.731201171875
