frame,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_GROIN_x,LEFT_GROIN_y,LEFT_GROIN_z,RIGHT_GROIN_x,RIGHT_GROIN_y,RIGHT_GROIN_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_BIG_TOE_x,LEFT_BIG_TOE_y,LEFT_BIG_TOE_z,LEFT_LITTLE_TOE_x,LEFT_LITTLE_TOE_y,LEFT_LITTLE_TOE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_BIG_TOE_x,RIGHT_BIG_TOE_y,RIGHT_BIG_TOE_z,RIGHT_LITTLE_TOE_x,RIGHT_LITTLE_TOE_y,RIGHT_LITTLE_TOE_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z
59,0.6258271,1.5941062,0.3268452,0.5905049,1.6238569,0.3387414,0.65821534,1.6212772,0.3455318,0.5373113,1.5913078,0.40372166,0.69816947,1.5879627,0.40939045,0.44849816,1.3830885,0.4471166,0.7719241,1.3554134,0.50325537,0.38684905,1.1333445,0.4329578,0.84808683,1.0949897,0.53523594,0.37888363,0.97320837,0.34675673,0.87582535,0.9210284,0.44388857,0.5146628,0.83831924,0.40310645,0.71973294,0.8261859,0.4289898,0.5373386,0.4548079,0.43885216,0.71432525,0.44246933,0.46674892,0.5453598,0.08521262,0.49359933,0.6874047,0.082171865,0.523225,0.54996365,0.023043146,0.366035,0.49619064,0.022129884,0.410633,0.55855507,0.025403567,0.56484765,0.71017855,0.015221165,0.40887654,0.7542326,0.018899594,0.455758,0.65292853,0.032748654,0.56419235
60,0.62594336,1.5951828,0.32686883,0.5900231,1.6244658,0.3351884,0.6580165,1.6209111,0.34866562,0.53648233,1.5905446,0.40337047,0.6973324,1.5862265,0.40880847,0.4490974,1.3818549,0.4438825,0.771355,1.3552264,0.49946642,0.38737616,1.1295152,0.43979272,0.8457243,1.0938834,0.53157824,0.38215497,0.96669096,0.34661874,0.8757165,0.91315794,0.44648635,0.5123763,0.8391807,0.3998393,0.71804494,0.82642657,0.42915353,0.536475,0.4561747,0.43861327,0.71409017,0.4412408,0.46991,0.5478236,0.0844239,0.4900732,0.68718743,0.08314396,0.5161736,0.55014044,0.023476379,0.3661177,0.49824795,0.023576975,0.41051808,0.5602552,0.025492625,0.5575531,0.7083791,0.016630337,0.409093,0.75388855,0.017771486,0.4587562,0.6549956,0.032245465,0.5638891
61,0.62640053,1.5964745,0.33066738,0.59080404,1.6253585,0.3358544,0.6588884,1.6227274,0.34923163,0.5353562,1.5922636,0.40457836,0.69826716,1.5871024,0.40932527,0.44899464,1.3838307,0.44150344,0.7724283,1.354797,0.49985433,0.387864,1.1267163,0.44095048,0.8473699,1.093359,0.52429706,0.38333032,0.9591966,0.35099706,0.8732643,0.9082907,0.44604015,0.51308465,0.83974296,0.40086532,0.718769,0.82548404,0.43289652,0.537198,0.45425794,0.43959355,0.7144794,0.44101277,0.46695313,0.54810464,0.08318923,0.49445117,0.68935466,0.080239244,0.52353686,0.5483088,0.024515579,0.3638134,0.49631405,0.023630058,0.408353,0.5583226,0.025282947,0.56583285,0.70835274,0.018305195,0.39930704,0.75171953,0.019621218,0.45268068,0.65620905,0.030105414,0.5720248
62,0.6267103,1.5990534,0.33099738,0.5906914,1.6275109,0.33933434,0.6570885,1.6248535,0.3531393,0.5374145,1.5929809,0.40445614,0.70018834,1.5873085,0.41268757,0.44977823,1.3827692,0.44511652,0.77374035,1.3561931,0.4999814,0.38727856,1.1246252,0.43714428,0.8473053,1.0949044,0.52154917,0.38487348,0.9547605,0.35356686,0.8708295,0.90553284,0.44992325,0.51503307,0.84239674,0.40087828,0.72016644,0.83069324,0.42985544,0.53736216,0.45732257,0.43998793,0.71288484,0.44498765,0.46800426,0.5476892,0.08458084,0.49123177,0.6896475,0.08284416,0.524178,0.5504001,0.025117084,0.36378166,0.49649346,0.02418062,0.4085858,0.5575369,0.024910511,0.566053,0.7087309,0.018842617,0.39969075,0.75400716,0.02022363,0.45288852,0.6554819,0.030733988,0.57237124
63,0.6274168,1.6015792,0.33465838,0.5912791,1.6310577,0.34311935,0.65717113,1.6288552,0.3532984,0.53729326,1.5941811,0.4046534,0.70035195,1.5903654,0.412835,0.4517605,1.3850714,0.4419074,0.774417,1.3575455,0.4967351,0.38553676,1.1227213,0.43429092,0.8478157,1.0953469,0.52146566,0.38232788,0.95150155,0.3571284,0.86919135,0.90795654,0.45353976,0.5159483,0.8433442,0.4014435,0.72327477,0.8335933,0.43001315,0.5376461,0.45844623,0.4369541,0.7135423,0.44609046,0.46479622,0.54760003,0.0845295,0.4915289,0.6883936,0.082438216,0.5213756,0.5509935,0.024179742,0.36757573,0.49817407,0.024091536,0.40856758,0.55782634,0.024531646,0.5630662,0.7122825,0.01908937,0.40265155,0.7543809,0.019097852,0.45299158,0.6551264,0.031210901,0.5699529
64,0.62917644,1.6065226,0.33375707,0.5913221,1.633129,0.34232464,0.6590046,1.6319286,0.35229674,0.53912616,1.596248,0.40366498,0.70040506,1.5933903,0.41217604,0.45103106,1.3875564,0.43770233,0.7745127,1.3613158,0.49620977,0.38260865,1.1243829,0.43354738,0.8513331,1.0974436,0.5235973,0.38149202,0.953738,0.36301097,0.8690827,0.909786,0.45617566,0.51668715,0.844893,0.4001763,0.7241289,0.8332438,0.42868724,0.5372197,0.45697093,0.43950653,0.7151615,0.4446211,0.46709403,0.54719543,0.084560305,0.49427962,0.68748075,0.08222069,0.52051824,0.5505716,0.02319224,0.37011513,0.49773225,0.024060743,0.41120982,0.56238073,0.027449084,0.5613905,0.71243364,0.018766737,0.4019282,0.7541248,0.019066289,0.45565394,0.6538436,0.031184813,0.5725396
65,0.627785,1.6100659,0.33607948,0.5916137,1.6377048,0.34444794,0.6594638,1.6355225,0.35432366,0.54003996,1.5983483,0.40936175,0.7009317,1.5969415,0.4142605,0.44923177,1.3917648,0.44031224,0.77808666,1.3616748,0.4982017,0.37835693,1.1304475,0.42860976,0.8549207,1.1012769,0.52584225,0.37690374,0.95611763,0.37231717,0.86794645,0.9171255,0.45886245,0.51446885,0.84601635,0.39889443,0.72259384,0.8349536,0.42406788,0.53703606,0.45725927,0.4449749,0.71316665,0.44620612,0.46589413,0.5467629,0.08668101,0.4929504,0.6883216,0.08333842,0.51930547,0.5483705,0.02317179,0.36877862,0.4954348,0.024040483,0.40992805,0.56308436,0.026439046,0.5605127,0.7122672,0.019841686,0.40031418,0.75402355,0.020157138,0.45405474,0.6550705,0.031920843,0.56809074
66,0.6300661,1.6130282,0.3375461,0.59242344,1.6411132,0.34297273,0.66067326,1.6389309,0.35971794,0.5403196,1.601265,0.41134882,0.69978875,1.5988506,0.4163883,0.44873235,1.3956562,0.4388086,0.7810307,1.3655313,0.49675968,0.37358022,1.1360251,0.43107557,0.85878426,1.1048833,0.5279765,0.37389246,0.96138287,0.3744371,0.868931,0.9251054,0.46115223,0.51291496,0.84612864,0.4010892,0.7233324,0.83604383,0.426003,0.5377608,0.45616758,0.44367918,0.71390146,0.44637123,0.46799138,0.5458526,0.08419541,0.49904153,0.6890132,0.082603306,0.5216647,0.54836446,0.022914207,0.36363015,0.49600038,0.023932898,0.40870643,0.5640969,0.025788793,0.5666985,0.71105474,0.018953728,0.40255997,0.7530079,0.019209761,0.45649672,0.6563042,0.031294975,0.5742557
67,0.63026947,1.6175987,0.33333752,0.5946357,1.6448385,0.34535196,0.66089207,1.6436192,0.35558167,0.5403752,1.6058451,0.40728173,0.7026158,1.602908,0.415565,0.44632602,1.399418,0.43836164,0.781872,1.3686534,0.49968445,0.37067032,1.1377681,0.43379787,0.8651437,1.109793,0.53440946,0.36850205,0.9718101,0.38118115,0.87125826,0.9354701,0.4675579,0.5116269,0.84594893,0.41102841,0.7221546,0.8399882,0.4292222,0.53581,0.46157995,0.4504819,0.7117209,0.44859514,0.47094727,0.5455312,0.08547784,0.49846458,0.68754673,0.08253989,0.5179421,0.54939455,0.02248469,0.37009883,0.49624252,0.023345543,0.41147497,0.56042695,0.026594559,0.56326985,0.71037215,0.018665468,0.40837428,0.75309753,0.020367157,0.4558252,0.6555859,0.031279195,0.56999034
68,0.6313128,1.6208862,0.33645764,0.59532076,1.6482563,0.34153453,0.66197675,1.6469436,0.35880753,0.54305416,1.6101488,0.4101939,0.70305467,1.6085836,0.41562605,0.44645205,1.4019284,0.4376737,0.7850499,1.3704329,0.5032754,0.3668815,1.1454636,0.43975928,0.86920565,1.1122515,0.5419693,0.36314592,0.9825835,0.38414916,0.8721192,0.9461293,0.46515894,0.509945,0.8472999,0.41069165,0.7215786,0.83957887,0.43300572,0.53604037,0.46023425,0.44987476,0.7121351,0.44813558,0.47091246,0.54394865,0.08615857,0.4984701,0.6898392,0.08333191,0.5176854,0.54849774,0.023214033,0.37346753,0.49458042,0.02489022,0.41127726,0.5625747,0.029267728,0.56310064,0.7112305,0.018953217,0.40483764,0.7540321,0.019665428,0.4523683,0.655997,0.032885347,0.57012457
69,0.63278836,1.6240562,0.3366797,0.59643525,1.6518507,0.3449987,0.66317683,1.6486769,0.3622731,0.54346293,1.6124002,0.40996364,0.7021634,1.6093937,0.41254628,0.44493267,1.4058684,0.43768218,0.788883,1.3729662,0.50018746,0.3581458,1.1535822,0.45393047,0.8731101,1.1164684,0.5390406,0.3535494,0.99218035,0.39469972,0.8761964,0.95578116,0.46953675,0.5109975,0.8482163,0.41402498,0.72217816,0.8420501,0.4330419,0.5349,0.45905316,0.4568398,0.71266204,0.44934258,0.47090837,0.54507333,0.08529674,0.501795,0.6893437,0.08131228,0.5215399,0.54892,0.022111388,0.3729552,0.49563658,0.023979524,0.41443643,0.56274134,0.02740556,0.5659697,0.7092585,0.01851484,0.4011964,0.7543345,0.02194527,0.44535205,0.65807444,0.033284638,0.567178
70,0.6335206,1.6273751,0.33446923,0.5974481,1.6566653,0.33960953,0.66247994,1.6534023,0.35718748,0.5426436,1.617096,0.4048672,0.70401555,1.612639,0.4107796,0.44581124,1.4104276,0.4323683,0.79013556,1.3764814,0.4949371,0.35384426,1.1648725,0.45953885,0.8749737,1.1239666,0.53783315,0.34632775,1.0032698,0.4000995,0.8755662,0.9675829,0.47548237,0.51195234,0.8473561,0.4187338,0.7237208,0.8418069,0.4345642,0.53383,0.45758379,0.46196833,0.7141339,0.45142817,0.47276065,0.54347974,0.084859304,0.50345427,0.6882327,0.084540665,0.52009827,0.553706,0.024204895,0.36703432,0.4981946,0.022330267,0.41187772,0.5591364,0.026559064,0.5785572,0.7123141,0.018284936,0.40586498,0.75373095,0.02156955,0.4506905,0.6587278,0.036641404,0.5652053
71,0.6345106,1.6308018,0.33481523,0.5981364,1.6577269,0.34310594,0.6652737,1.6559395,0.35721764,0.54158705,1.6161685,0.4087033,0.7046821,1.6145848,0.41445932,0.44343445,1.412356,0.42914572,0.7906511,1.3817916,0.48872414,0.34680998,1.1703783,0.46387663,0.8770647,1.132616,0.546327,0.33931088,1.0095545,0.40433812,0.8777683,0.9757917,0.47949,0.51164144,0.85056376,0.41203758,0.7254357,0.84285146,0.43453407,0.5312789,0.459872,0.45892966,0.71477956,0.44936517,0.47665834,0.54167646,0.086011074,0.50425476,0.68742424,0.08463188,0.5212451,0.551869,0.022452816,0.36721447,0.49638686,0.021514967,0.41231695,0.5586107,0.028444642,0.5755845,0.71076465,0.018207993,0.40290532,0.7521722,0.021480745,0.44779706,0.6568802,0.037696846,0.56633836
72,0.6358337,1.6334977,0.3334521,0.59947336,1.6595086,0.34166384,0.6644317,1.657225,0.35941908,0.5432648,1.6194268,0.40399912,0.7059737,1.6173464,0.41325068,0.44251072,1.4146267,0.43116185,0.79159504,1.3849602,0.49097037,0.3394718,1.1789788,0.46926665,0.8811669,1.1410646,0.5455647,0.33389282,1.0171455,0.40932664,0.87742424,0.9859387,0.48627484,0.51158947,0.8518238,0.41340294,0.72432727,0.84610385,0.42981124,0.5301626,0.46118978,0.46434817,0.71589774,0.45233068,0.4786419,0.54205126,0.08881948,0.50241524,0.69035,0.08568734,0.52302915,0.54960686,0.023724943,0.37230745,0.49441645,0.024579236,0.4139986,0.5574939,0.032860186,0.5708819,0.71029896,0.01888925,0.4016895,0.752512,0.022282133,0.446056,0.6579761,0.039994862,0.5576787
73,0.6372802,1.6336538,0.33323476,0.60088843,1.6606373,0.3414315,0.6670437,1.6588737,0.35549465,0.5435465,1.6215917,0.4034481,0.7065018,1.6183692,0.41302577,0.4431672,1.4160892,0.4269786,0.7931996,1.3866898,0.4915444,0.33587146,1.1815845,0.47479236,0.88092476,1.1455994,0.557503,0.3239595,1.0239651,0.41203466,0.8793623,0.99459094,0.49442387,0.51031333,0.85371035,0.42005706,0.72367305,0.8475129,0.43371654,0.5281636,0.4623032,0.4674317,0.71569824,0.45478225,0.47928008,0.5401624,0.08932599,0.5057549,0.69087535,0.0869098,0.5229865,0.5516169,0.024160296,0.3756636,0.49577847,0.023834521,0.41356912,0.5548639,0.03513616,0.57058984,0.7107106,0.018120635,0.40573105,0.75227064,0.02227302,0.4466381,0.6584878,0.042121116,0.5578501
74,0.6379173,1.6343331,0.33294663,0.5996954,1.6603738,0.3413249,0.66691524,1.6585431,0.35577798,0.5442171,1.6203513,0.40291288,0.7082076,1.618049,0.4130585,0.4437058,1.4177889,0.42656144,0.79492813,1.3872828,0.49163485,0.33389544,1.1857878,0.47087875,0.88112444,1.1498326,0.56530327,0.31678605,1.0257349,0.41145334,0.88066626,0.99943835,0.4982327,0.51125723,0.85693985,0.416392,0.72505075,0.84749144,0.43711102,0.52693075,0.46194616,0.46716952,0.71629435,0.4544992,0.4788901,0.54041034,0.08731631,0.508516,0.69198126,0.08399805,0.5297063,0.55332255,0.024717895,0.37561807,0.49740037,0.025445312,0.4134946,0.5549539,0.029914321,0.5838849,0.70988685,0.018425694,0.40224326,0.7536964,0.022084923,0.44999945,0.658798,0.041059587,0.56073064
75,0.6396131,1.6337767,0.33163297,0.60142833,1.6607232,0.3401022,0.6685839,1.6579723,0.35442433,0.5459505,1.62079,0.40174294,0.7073419,1.617093,0.40828657,0.44335708,1.4158773,0.42891875,0.7943184,1.387304,0.49379507,0.33120027,1.1873379,0.46998453,0.8817648,1.156041,0.5603989,0.31328487,1.0262531,0.4171985,0.8820157,1.0060986,0.4970595,0.51270056,0.8572418,0.4185833,0.72633815,0.8468731,0.4390788,0.52842164,0.46144187,0.4693283,0.7187109,0.45106125,0.4810541,0.5403569,0.08770893,0.5075138,0.69179034,0.084421925,0.5285618,0.5568267,0.024071606,0.38453093,0.49954256,0.024403209,0.41938773,0.5527124,0.033750873,0.57617134,0.71118504,0.018237948,0.40423968,0.7531015,0.021831015,0.4522245,0.6598012,0.041406494,0.5555143
76,0.64149994,1.629706,0.33039457,0.60367185,1.6580817,0.3357059,0.670441,1.6538812,0.35312903,0.5460529,1.6195396,0.40098405,0.7091002,1.6158943,0.40706277,0.44480205,1.4134659,0.42418563,0.7964218,1.382381,0.4991983,0.32916442,1.1869487,0.4658948,0.8788952,1.1570982,0.56642205,0.30696586,1.0244776,0.42296982,0.87914157,1.0082078,0.503107,0.51244324,0.8551641,0.42112026,0.72582984,0.8458466,0.44148126,0.5291566,0.46055987,0.46793008,0.71964985,0.45471147,0.476478,0.53810364,0.087189935,0.51035696,0.6934941,0.083866395,0.5270209,0.5573015,0.02604703,0.3805261,0.50007683,0.026368452,0.4153839,0.5530105,0.032534327,0.5824476,0.710047,0.018620377,0.40305564,0.75410205,0.021100067,0.4470985,0.6611889,0.041143425,0.55737346
77,0.6429643,1.6269268,0.32948688,0.6060881,1.6542892,0.33414182,0.67366076,1.6500521,0.35175815,0.54723763,1.6172233,0.39634934,0.71183795,1.6117138,0.4087564,0.4453051,1.4100208,0.4191146,0.7970498,1.3770128,0.5007573,0.33079612,1.1826276,0.46439615,0.8760405,1.1528177,0.5711531,0.30607352,1.0194544,0.4284313,0.8783764,1.0097772,0.5046155,0.51548916,0.85078,0.42630497,0.73000765,0.84158343,0.44606802,0.53020674,0.46238956,0.466395,0.7191146,0.45366415,0.47511443,0.5408841,0.0874547,0.50840575,0.69342774,0.08541381,0.5284918,0.5585246,0.02623638,0.37574086,0.50102943,0.025873356,0.4138684,0.5534859,0.03217199,0.5839598,0.7080834,0.019341296,0.40507337,0.7520771,0.021741161,0.4490961,0.6629928,0.041946303,0.5628665
