frame,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_GROIN_x,LEFT_GROIN_y,LEFT_GROIN_z,RIGHT_GROIN_x,RIGHT_GROIN_y,RIGHT_GROIN_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_BIG_TOE_x,LEFT_BIG_TOE_y,LEFT_BIG_TOE_z,LEFT_LITTLE_TOE_x,LEFT_LITTLE_TOE_y,LEFT_LITTLE_TOE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_BIG_TOE_x,RIGHT_BIG_TOE_y,RIGHT_BIG_TOE_z,RIGHT_LITTLE_TOE_x,RIGHT_LITTLE_TOE_y,RIGHT_LITTLE_TOE_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z
142,0.76088876,1.4763174,0.2938557,0.7235253,1.5020231,0.3000702,0.78781,1.5049663,0.31330964,0.6656229,1.4673191,0.36936817,0.8307169,1.4772817,0.373078,0.61713487,1.2497326,0.47889623,0.9336551,1.2918549,0.51860166,0.5905542,1.0096539,0.47028318,1.051235,1.0818416,0.6404589,0.634799,1.1535265,0.3368133,1.1010599,0.9069646,0.5910358,0.82736,0.7597651,0.51360685,1.0074769,0.7787185,0.5676069,0.9528995,0.45507145,0.38521352,0.99278474,0.41610172,0.66164786,1.0596355,0.10282189,0.29595095,0.911623,0.07428956,0.7469909,1.0767912,0.09035135,0.12571095,1.0269597,0.072793074,0.14656796,1.0790949,0.026694538,0.36069354,0.90950394,0.026807403,0.5520372,0.94933814,0.01971702,0.6137983,0.8734513,0.024308845,0.80065614
143,0.76823276,1.4658675,0.29898143,0.73097306,1.4933366,0.30518344,0.797142,1.4943203,0.3247105,0.67334634,1.4605013,0.3741167,0.83714247,1.4681835,0.37476417,0.62254614,1.239205,0.48258662,0.931855,1.2813543,0.5164168,0.5976562,1.0100577,0.46451685,1.061862,1.0643301,0.6278214,0.6374729,1.1654459,0.33614692,1.1232728,0.877254,0.59509224,0.8402765,0.7510069,0.52822834,1.016367,0.7667964,0.5787191,0.9719007,0.44990465,0.3722707,1.0021511,0.4096268,0.6599546,1.0665594,0.08880245,0.3070936,0.91514856,0.06371003,0.7564759,1.0705924,0.08715307,0.079857565,1.0260167,0.07080087,0.12138166,1.0816928,0.019044647,0.36522713,0.90722066,0.02791217,0.53233904,0.94497997,0.022043804,0.5834151,0.88017964,0.008688126,0.8336892
144,0.77573353,1.4581574,0.31050292,0.74024385,1.4855808,0.31652734,0.80498123,1.4843291,0.33291292,0.6796527,1.4529573,0.37879312,0.8446277,1.4577929,0.38574526,0.6286607,1.2330679,0.4804883,0.9314111,1.2718354,0.52338296,0.60579205,1.0096146,0.45954227,1.0687051,1.0492244,0.620838,0.6417327,1.1746925,0.3422804,1.1394783,0.8518527,0.60084677,0.8511037,0.75113434,0.5293177,1.0257802,0.76096255,0.5855306,0.9917726,0.4630947,0.37180415,1.0110016,0.4123859,0.66137356,1.0606867,0.07338118,0.31778768,0.9080506,0.059398193,0.76314,1.0713698,0.07793524,0.06808814,1.0258111,0.061739255,0.109342456,1.0615764,0.008818378,0.37288985,0.91619474,0.027403617,0.52232605,0.94568735,0.025323987,0.5691139,0.86730784,0.0058535635,0.8294401
145,0.7855549,1.4492515,0.3114796,0.7482131,1.4776115,0.3178084,0.8128194,1.4768559,0.3373748,0.68924445,1.4439658,0.3797365,0.852433,1.4470053,0.39319584,0.6367335,1.2292677,0.4747864,0.937095,1.2628204,0.5280817,0.6076135,1.0132269,0.45147732,1.0802237,1.0297073,0.6189292,0.6464868,1.1865431,0.34152046,1.1555896,0.8295293,0.605828,0.8614102,0.7448551,0.52785903,1.0276893,0.7510719,0.5887184,1.0160699,0.46203765,0.3497609,1.006187,0.40174222,0.66822594,1.0533679,0.068188004,0.32002935,0.9041478,0.052780822,0.7684812,1.0584055,0.060809072,0.04787601,1.0149956,0.047417685,0.10603406,1.0529138,0.008384342,0.37829557,0.9096896,0.029412195,0.47273692,0.9363758,0.019386467,0.54719085,0.86203736,-0.0029001336,0.83527964
146,0.7936413,1.4418889,0.32063434,0.75626403,1.4709077,0.32392946,0.82153875,1.4683261,0.3435658,0.69709635,1.4375125,0.38298607,0.8611817,1.4378823,0.40271905,0.6443796,1.2213012,0.4849722,0.9423999,1.254409,0.52565384,0.6126291,1.0148154,0.43630233,1.0884941,1.0186354,0.6065452,0.65419704,1.1975774,0.335391,1.1712613,0.8172765,0.60397005,0.87364435,0.7400153,0.52483386,1.0341911,0.7426427,0.5904055,1.0409787,0.45376596,0.32674316,1.0143638,0.3937571,0.66594297,1.0451046,0.05622902,0.33653092,0.90127,0.05455799,0.765969,1.0510651,0.029030623,0.06837209,1.0029007,0.02164103,0.12005073,1.0351802,-0.0011887228,0.39953306,0.9135755,0.025633492,0.46886194,0.9401844,0.01239388,0.56265587,0.85867214,-0.006060887,0.8307778
147,0.8036329,1.4365721,0.32713723,0.76603556,1.4648684,0.33029342,0.8313362,1.4627072,0.35327873,0.70583516,1.4318768,0.3860706,0.86914366,1.4329616,0.4066436,0.6512262,1.2168741,0.48457685,0.95091516,1.247438,0.53041995,0.615298,1.0182561,0.41040576,1.0953923,1.0104328,0.59877443,0.6592833,1.2063557,0.33647704,1.183813,0.8121162,0.6001995,0.87885016,0.7357165,0.5295952,1.0392774,0.7374089,0.5899165,1.0509299,0.4602821,0.32889426,1.020833,0.3897555,0.66457504,1.0389067,0.045164507,0.35797024,0.8933049,0.043973584,0.7475874,1.046189,-0.0016268287,0.099562325,0.99560815,-0.007992226,0.1550786,1.0260545,-0.015348594,0.42422238,0.90208596,0.019410012,0.42063364,0.92688376,0.010851207,0.5012773,0.85319024,-0.013762131,0.8303544
148,0.8126269,1.4335438,0.33258745,0.7767763,1.4619201,0.3356258,0.84039193,1.4596895,0.35873663,0.7165768,1.4287788,0.39196897,0.8754448,1.4282055,0.41199198,0.6595054,1.2180425,0.4784315,0.9582851,1.2433294,0.5225081,0.61802334,1.0226407,0.4038427,1.1029273,1.0056151,0.5903282,0.665401,1.2202224,0.32401404,1.1954721,0.8092901,0.5947675,0.8858989,0.7352907,0.5254792,1.0461493,0.73557645,0.5884604,1.0534711,0.46770203,0.33803272,1.0268353,0.39156985,0.6537246,1.0331758,0.039848264,0.39974058,0.88785475,0.039203193,0.75020117,1.0448595,-0.0071691736,0.099149205,0.9962687,-0.016700951,0.17286791,1.0227288,-0.017821955,0.4649674,0.90256095,0.011081032,0.40834412,0.92749935,0.0048307865,0.4872332,0.8480356,-0.012150505,0.831399
149,0.8218339,1.433454,0.33200693,0.78603095,1.461785,0.33521828,0.84925437,1.4582323,0.36100554,0.72310466,1.4296438,0.39177942,0.88427645,1.4276909,0.4141569,0.669028,1.2169361,0.47852573,0.96751374,1.2399852,0.53085417,0.6212294,1.0243145,0.40039936,1.1109295,1.0031366,0.58760417,0.6714838,1.2250737,0.31644157,1.2032434,0.8080583,0.59188586,0.89421254,0.73378104,0.5241261,1.0539681,0.7336659,0.5894683,1.0600005,0.46172023,0.33183423,1.0298771,0.38990784,0.63506454,1.0325037,0.043299392,0.44462225,0.8849446,0.040967274,0.7452628,1.0566392,-0.0084338365,0.1943304,1.0002035,-0.013526373,0.230554,1.0261052,-0.016603643,0.5071266,0.90050834,0.009186922,0.40708616,0.9282761,0.0007344161,0.49617037,0.8457243,-0.0065717534,0.8276901
150,0.8305218,1.4357506,0.33175042,0.7946345,1.4650393,0.33499834,0.85808086,1.4596399,0.36077604,0.7320054,1.4322499,0.3883334,0.89396095,1.427535,0.41743815,0.67502695,1.2203473,0.47496143,0.977129,1.2417701,0.53761387,0.62569755,1.0279374,0.3993746,1.1202081,1.0032238,0.59088665,0.6745971,1.2231544,0.31231967,1.2107732,0.8113668,0.5858194,0.90097743,0.728056,0.5202911,1.0612292,0.72706836,0.5958743,1.0613704,0.45841888,0.33470753,1.0397784,0.37990904,0.6412441,1.0317065,0.03838671,0.4667448,0.8842302,0.044895813,0.7460062,1.0501033,-0.0098154,0.22992797,0.9963732,-0.012235227,0.262081,1.0246978,-0.016463233,0.52772844,0.90470856,0.0085030645,0.4016107,0.93248653,0.0014282285,0.4931898,0.848067,-3.0224523e-05,0.82505345
151,0.8395265,1.438491,0.331319,0.8037824,1.4692599,0.33159658,0.86711127,1.4633964,0.36042485,0.74067384,1.4368124,0.3883498,0.9017101,1.4322945,0.4101883,0.68205714,1.223204,0.48236537,0.9855867,1.2432848,0.5414279,0.6253417,1.0324802,0.39233792,1.1247598,1.0099268,0.5878381,0.6765868,1.2162881,0.30528763,1.2150147,0.8205824,0.5760379,0.9065799,0.72578317,0.51970226,1.0710813,0.72840613,0.59180015,1.0575312,0.44411898,0.33261546,1.058133,0.3799739,0.6187289,1.0301002,0.03647768,0.5095908,0.89045864,0.05318062,0.74174136,1.0383266,-0.011848402,0.26188818,0.9898019,-0.015210837,0.30284646,1.0365982,-0.019168478,0.5867545,0.90706944,0.00911545,0.39013788,0.9341214,0.0019296575,0.4913492,0.85209084,0.010324956,0.82096666
152,0.8511078,1.443368,0.3322545,0.815258,1.4742924,0.3324143,0.8791235,1.4688426,0.35851288,0.74913603,1.4437214,0.38887858,0.91386515,1.4403572,0.40868607,0.6864551,1.2297097,0.47657385,0.9967658,1.2514101,0.54320675,0.62113905,1.0351506,0.38517258,1.1300837,1.0173111,0.590826,0.68090385,1.2090974,0.28747404,1.2193469,0.83390504,0.5694129,0.90884584,0.72567207,0.5175049,1.0789577,0.7305539,0.5930613,1.0498861,0.4324241,0.34323883,1.0766383,0.38359532,0.61954445,1.0284599,0.034021728,0.51915175,0.8981387,0.07496191,0.74510884,1.0267768,-0.011000681,0.21720867,0.97765833,-0.011494254,0.27710703,1.0438968,-0.017784966,0.60165983,0.895281,0.01814256,0.41262433,0.93155384,0.01324693,0.49494562,0.8594985,0.038531102,0.81692284
153,0.8613751,1.44903,0.32741198,0.82536817,1.4791489,0.32749543,0.88945585,1.475535,0.35376766,0.7595698,1.4526253,0.3879548,0.9222314,1.4474579,0.40755007,0.6919339,1.2395769,0.46620083,1.0055773,1.259565,0.5424434,0.6222529,1.0385185,0.38637698,1.1346316,1.028948,0.5942313,0.68568134,1.2021356,0.27507105,1.221291,0.85184026,0.5597293,0.9135306,0.7273898,0.51019734,1.0873822,0.73652285,0.5787969,1.0400515,0.41413817,0.35805395,1.0862328,0.37811252,0.61873966,1.0287709,0.02866538,0.52375823,0.90581864,0.082100146,0.734196,1.0240928,-0.021048183,0.24009968,0.97757787,-0.017765613,0.2872705,1.0500668,-0.020702353,0.60820746,0.891076,0.013584654,0.41772202,0.9310026,0.009124712,0.49888715,0.8648262,0.049302444,0.8017772
154,0.87304664,1.4555553,0.32472363,0.83695203,1.485631,0.32493973,0.901315,1.4811195,0.35096422,0.7688372,1.4584961,0.38934037,0.93312955,1.4539932,0.40436718,0.6998825,1.2481958,0.45802736,1.0153166,1.2691644,0.5467865,0.62544966,1.0400451,0.38788462,1.1419014,1.0465977,0.6088547,0.69036293,1.1879064,0.25437084,1.2234188,0.87986666,0.55329984,0.9153426,0.731957,0.4946824,1.0929924,0.74084616,0.5654757,1.031044,0.39946833,0.3663443,1.1021028,0.38148978,0.6197825,1.0269676,0.025388211,0.52529067,0.9157991,0.09134395,0.7259097,1.02466,-0.021664144,0.21860558,0.97866535,-0.02108253,0.26947352,1.0519984,-0.020121923,0.5960296,0.8901469,0.013573489,0.40840068,0.9341607,0.008631131,0.4783956,0.87624955,0.064434856,0.7846326
155,0.8869818,1.4634328,0.31861815,0.8489178,1.4945496,0.31931987,0.9125708,1.4891977,0.34476876,0.7822575,1.4691592,0.38417068,0.9445152,1.46481,0.39859363,0.709501,1.2593471,0.44973734,1.0247235,1.2790487,0.5483938,0.62234473,1.0421734,0.39200878,1.150863,1.0653645,0.6073074,0.6873877,1.1669176,0.23701239,1.2218075,0.9093909,0.5452999,0.9110763,0.737587,0.48575115,1.091576,0.74831676,0.5573111,1.0191902,0.41260076,0.38428852,1.139414,0.39855358,0.5785126,1.028704,0.022811064,0.5317795,0.9225114,0.10352359,0.7038304,1.0255026,-0.025782729,0.2344221,0.97924644,-0.025065849,0.28010792,1.0543686,-0.024501868,0.6097924,0.89232093,0.011679736,0.3946633,0.9364874,0.011712052,0.46464977,0.8869187,0.0770484,0.7585997
156,0.8995068,1.4714136,0.31777954,0.86243886,1.5040811,0.31379536,0.9254079,1.4984976,0.34145412,0.79229426,1.4808413,0.3772243,0.95748025,1.4731703,0.39573368,0.71162486,1.2778143,0.4295908,1.0334108,1.2896913,0.5467964,0.62351996,1.033719,0.41059566,1.1609982,1.0852395,0.61198956,0.68601197,1.141905,0.24093217,1.222274,0.94256234,0.534978,0.91073895,0.7375552,0.48135677,1.0948762,0.7524268,0.551368,1.0088569,0.40431,0.41872665,1.1719426,0.41174284,0.5492944,1.0307362,0.021076314,0.5547821,0.94066423,0.13116027,0.6813819,1.019441,-0.02935183,0.2530435,0.97630024,-0.032714594,0.31335932,1.0570691,-0.03450857,0.6449938,0.9023954,0.00513365,0.37063113,0.95066595,0.0130836135,0.41689548,0.9013624,0.10262055,0.73297435
157,0.91276544,1.483049,0.3128492,0.8736965,1.5140134,0.30897817,0.9388499,1.5093588,0.3365985,0.80779105,1.4906534,0.37255725,0.97041434,1.4862627,0.38767895,0.72276926,1.2854457,0.4195918,1.0449245,1.3025324,0.55296904,0.6281508,1.0290242,0.44449624,1.172006,1.1134015,0.6195956,0.67853737,1.1120827,0.23982084,1.2214642,0.98182696,0.52627087,0.9112411,0.7403806,0.48308623,1.099161,0.76022094,0.5475337,0.99167967,0.40617415,0.41076732,1.1914897,0.42550096,0.54483277,1.022958,0.02281818,0.6009512,0.96614236,0.14631145,0.63023806,1.0120536,-0.024473712,0.24692422,0.9694304,-0.030582557,0.31085804,1.056425,-0.020511562,0.7080863,0.92238396,0.035995908,0.2330761,0.96793824,0.035994932,0.301577,0.92362577,0.12918454,0.6930042
158,0.9258875,1.4910527,0.31122586,0.8890858,1.5236684,0.3103133,0.953897,1.519363,0.3352313,0.8206753,1.502408,0.36669433,0.98299366,1.4979181,0.38797972,0.7373288,1.3004613,0.41229126,1.0545198,1.3142792,0.5502914,0.64184624,1.0570015,0.46454105,1.1822885,1.1364511,0.63396114,0.67403346,1.0916352,0.2623364,1.2219808,1.0161022,0.5230301,0.91337985,0.7504762,0.47693458,1.1037613,0.7686284,0.5470496,0.97560745,0.40078577,0.41506362,1.2139736,0.44361463,0.54071265,1.0098356,0.016331954,0.55332255,0.98247045,0.17223577,0.6200528,1.0128227,-0.019026857,0.23918624,0.96471816,-0.030169198,0.29524362,1.0222554,-0.04468998,0.65068287,0.9370186,0.06836597,0.28088894,0.98065907,0.058211163,0.34343135,0.9400403,0.19858842,0.6784318
159,0.9414151,1.5023531,0.30572,0.90273076,1.5339909,0.30484664,0.97025687,1.5301429,0.3334823,0.83566684,1.5142413,0.36371598,0.99869156,1.5102495,0.38284996,0.7539596,1.3120766,0.41862357,1.0712405,1.3257942,0.5623756,0.6544414,1.091909,0.45516863,1.1910986,1.1640843,0.6504555,0.6675038,1.0754472,0.25533697,1.221182,1.0478119,0.5256271,0.9085567,0.75731707,0.47650027,1.103304,0.77156776,0.55155903,0.9654402,0.39837423,0.43284306,1.2327017,0.461079,0.5331204,1.0107493,0.021551073,0.5337966,0.9960323,0.17523427,0.626775,1.0122257,-0.011729886,0.22340347,0.9630467,-0.0208859,0.2795726,1.0288416,-0.045312177,0.65284365,1.0125431,0.0080532385,0.6323035,1.0484732,0.006582886,0.65553534,0.9556751,0.18543534,0.6857024
160,0.9567035,1.5138468,0.3009424,0.91977566,1.5455256,0.30002633,0.9849357,1.5422462,0.3250451,0.851121,1.5246319,0.36666974,1.0144837,1.5230931,0.3749886,0.7715693,1.3273581,0.41636404,1.0837432,1.3409497,0.5612469,0.67385024,1.1106266,0.4383932,1.200777,1.1812172,0.65674466,0.6735783,1.0470809,0.27464435,1.2228879,1.076753,0.5272165,0.905894,0.77392584,0.4648759,1.1052613,0.7810256,0.55304223,0.95511395,0.3941888,0.4457964,1.2462182,0.4798299,0.52832097,0.99814874,0.017845953,0.5184148,1.0289396,0.19281943,0.64211184,1.0146527,0.000175771,0.21863101,0.96054935,-0.011134635,0.27547452,1.0034503,-0.043683995,0.6299222,1.1001221,0.062163383,0.63180524,1.1131703,0.08371734,0.6553013,0.98073584,0.1982369,0.7056597
161,0.9717085,1.523693,0.29784882,0.933069,1.5569597,0.2940761,0.99849635,1.552617,0.31932592,0.8661365,1.5359153,0.36040506,1.0323024,1.5344132,0.37589428,0.78898716,1.3398386,0.42359498,1.0990165,1.3535603,0.56289184,0.6884002,1.1300641,0.4122534,1.2158916,1.1982017,0.6706066,0.6734697,1.0205497,0.28429306,1.2259932,1.1009969,0.5300615,0.90580565,0.78225327,0.4671019,1.1103573,0.7932127,0.5510852,0.9408221,0.40492776,0.45568886,1.2577583,0.49724436,0.5197897,0.9878194,0.02132155,0.5161522,1.0568862,0.20030592,0.6439528,1.0140568,0.008462577,0.21259932,0.9566977,-0.005609467,0.27699462,0.9907048,-0.03328151,0.6186866,1.1347778,0.07435586,0.63102275,1.1530718,0.08831367,0.6810894,1.0125537,0.19050877,0.6492424
162,0.9886821,1.5332656,0.30011138,0.9515136,1.5652976,0.29920352,1.0173413,1.5633229,0.3213174,0.884264,1.5485282,0.3561646,1.0489393,1.5461098,0.37141177,0.80509704,1.3539993,0.42007983,1.1138533,1.3644539,0.5619919,0.7022559,1.1517696,0.3994303,1.2283365,1.2120665,0.67976695,0.6738307,1.002899,0.29436794,1.2299337,1.1323674,0.5430793,0.9062574,0.79281235,0.4790956,1.1139667,0.80220145,0.5563585,0.93030196,0.4110687,0.46951973,1.2647799,0.51158434,0.5116565,0.9791077,0.02946493,0.5185588,1.0801276,0.22063716,0.6271476,1.0100764,0.015141752,0.21300139,0.95467824,0.0016615797,0.27447692,0.9828622,-0.024100447,0.6109068,1.1619909,0.08671159,0.63063484,1.1842173,0.109195314,0.6726763,1.0348834,0.21845329,0.629731
163,1.0035993,1.540239,0.2954007,0.96551514,1.5737592,0.29102704,1.0313267,1.5714375,0.31611523,0.9005296,1.5582618,0.35210824,1.0654119,1.554987,0.37302613,0.8211934,1.3573427,0.42666766,1.1296302,1.3742943,0.56422704,0.71344256,1.151535,0.41304854,1.2417717,1.2259643,0.7007441,0.6749344,0.9768813,0.3204336,1.2331074,1.1569719,0.54914093,0.9080958,0.79981357,0.48485684,1.1164851,0.81329626,0.55515474,0.9183142,0.41797188,0.48110628,1.270032,0.5244495,0.49613842,0.9736989,0.027815066,0.5052404,1.1036481,0.22374885,0.6144823,1.0252086,0.01584423,0.21885383,0.9682762,-0.0010790946,0.2732359,0.9808299,-0.031144021,0.5978399,1.196878,0.091816574,0.59948087,1.2177845,0.11664217,0.63509196,1.0580796,0.2206502,0.60678387
164,1.0212804,1.5440693,0.29634562,0.9839525,1.5777817,0.29259786,1.0484108,1.574505,0.31788093,0.91635484,1.5636789,0.35796353,1.0797219,1.5600439,0.37487316,0.8379894,1.3643551,0.4263097,1.1414595,1.3820213,0.5671471,0.72282815,1.1475364,0.43650034,1.2473596,1.2469077,0.71876997,0.6689019,0.9607672,0.34872255,1.2347494,1.1810781,0.56262106,0.9066677,0.7990084,0.4867939,1.116842,0.8141253,0.55377287,0.91046363,0.40269718,0.48813105,1.2700082,0.53535837,0.48855034,0.9678552,0.023577457,0.5074107,1.1380585,0.21784754,0.60995084,1.0061302,0.008425833,0.236826,0.9551177,-0.006211199,0.29478762,0.968534,-0.029573388,0.59502107,1.2299058,0.0843434,0.5812662,1.2523085,0.111852996,0.6095206,1.0901142,0.20886903,0.605588
165,1.035762,1.5488052,0.2965406,0.9984153,1.5817909,0.29303095,1.0647882,1.5785071,0.31761286,0.9308227,1.5654874,0.3596249,1.0961844,1.5639893,0.37489358,0.84975153,1.3663949,0.42630568,1.1532289,1.3886372,0.5691277,0.7330248,1.1452814,0.4344734,1.2545948,1.2604233,0.72749805,0.67220944,0.9513678,0.37566566,1.2400898,1.201583,0.56310576,0.9057358,0.80660707,0.49327525,1.1162324,0.8197767,0.54855436,0.9025297,0.40879712,0.49837685,1.2700735,0.5428767,0.4808793,0.95393896,0.033188228,0.51782626,1.1705972,0.2056229,0.61369175,0.98338646,0.013471377,0.25933012,0.93249226,-0.0018301542,0.32068038,0.9565498,-0.018635647,0.61197424,1.2666143,0.07239733,0.56127816,1.2880659,0.09811509,0.5936164,1.1231395,0.1900518,0.62021476
166,1.0478011,1.5504726,0.30000186,1.0122283,1.5844692,0.29530933,1.0790802,1.5794806,0.3183075,0.94580334,1.5684004,0.36053896,1.1133665,1.5633494,0.37978506,0.86149246,1.3708539,0.41700935,1.1669995,1.3854767,0.57376045,0.74223405,1.143986,0.4312959,1.259626,1.2586238,0.74184585,0.67267793,0.94654655,0.39745942,1.2445261,1.2098011,0.5775799,0.903044,0.8107996,0.49326754,1.115922,0.81995183,0.55398697,0.89632124,0.4104333,0.4936705,1.268001,0.5392432,0.47686133,0.9356294,0.039959777,0.51458126,1.2055854,0.18698944,0.60588485,0.95207876,0.014545088,0.28030887,0.900089,0.005701778,0.32633802,0.94299394,-0.006006504,0.60000294,1.2976769,0.05817516,0.53365225,1.3208688,0.08499465,0.5696477,1.1576762,0.16431853,0.6117697
167,1.0630559,1.550306,0.29897633,1.0257095,1.5843202,0.29430285,1.0939544,1.5798827,0.32075763,0.9595191,1.5684053,0.3591794,1.1306924,1.5628195,0.37590227,0.87078977,1.370891,0.41502938,1.1796244,1.3787605,0.5738068,0.7500117,1.1416243,0.4388807,1.2670635,1.2531134,0.7466543,0.67711514,0.942486,0.4309939,1.2508063,1.2165495,0.5783487,0.9022836,0.81242627,0.4900546,1.1139948,0.81989986,0.5488226,0.8932542,0.41548094,0.5078877,1.2627738,0.5425331,0.46935025,0.9199772,0.049702376,0.52897793,1.2405037,0.17033814,0.59247607,0.9329017,0.012242475,0.32045767,0.8782811,0.008986567,0.36392474,0.9258515,0.0044704974,0.6058535,1.3304178,0.046164963,0.49932075,1.3532091,0.07038165,0.5420113,1.1987003,0.14084965,0.60524994
168,1.0764731,1.5470723,0.29936466,1.0390881,1.5812467,0.2967892,1.1071893,1.5762078,0.3217397,0.9733305,1.5643684,0.3616841,1.1438156,1.5583625,0.3772106,0.88111204,1.367699,0.42014623,1.1919647,1.3697067,0.5854477,0.7606437,1.1423644,0.4358319,1.27979,1.2253221,0.74869055,0.68078834,0.94013983,0.4550226,1.2592515,1.2247823,0.5789271,0.90078837,0.8126292,0.48196328,1.1148366,0.8150168,0.5507193,0.8854893,0.42273864,0.5082721,1.2618136,0.536483,0.4649261,0.90584224,0.072598025,0.543613,1.2761804,0.15413016,0.5744601,0.9140138,0.014595866,0.36151937,0.8605159,0.018330427,0.40160367,0.91668206,0.030661343,0.6121775,1.3546909,0.030806465,0.47659537,1.3822699,0.055435132,0.5242121,1.2402347,0.11994495,0.5926041
169,1.0895777,1.541922,0.3038657,1.0512972,1.5766349,0.29779896,1.1185118,1.5719234,0.32632545,0.98533773,1.5587503,0.36289302,1.1554836,1.5545672,0.37834787,0.89011383,1.3689474,0.4003909,1.2033114,1.3637539,0.5872281,0.77113885,1.1481367,0.4350324,1.2921649,1.2060833,0.752209,0.6866825,0.9395345,0.48158732,1.2657658,1.2201117,0.58887213,0.89949864,0.8097505,0.47585687,1.1133054,0.8112344,0.5393026,0.8828795,0.42410007,0.5119581,1.2588617,0.52858156,0.46628538,0.8928773,0.0735913,0.55865663,1.3071489,0.12830244,0.57227063,0.8956695,0.009634649,0.39887437,0.8437491,0.018410044,0.4388361,0.90984875,0.033652175,0.6227215,1.3727907,0.008307514,0.45195016,1.408896,0.02850253,0.5096841,1.276945,0.090085,0.6030144
170,1.1005558,1.5341009,0.30603826,1.0624467,1.5678797,0.3004058,1.1304097,1.5656465,0.32422924,0.99887234,1.55031,0.3631692,1.1670003,1.5471855,0.38364843,0.90217257,1.3631005,0.40248644,1.2126759,1.3509012,0.5960565,0.78190213,1.1492753,0.43658733,1.3098966,1.1842216,0.7761383,0.69242173,0.93945813,0.5006799,1.2729455,1.2089324,0.60149956,0.8996733,0.80700547,0.46674517,1.113496,0.8042426,0.5312697,0.8835814,0.4218618,0.510324,1.2524798,0.51164395,0.4746494,0.8831658,0.077968165,0.5702109,1.3371302,0.10535559,0.57060975,0.8834235,0.005783636,0.42434034,0.83081573,0.01613559,0.46149158,0.9018686,0.03529647,0.6339743,1.3784417,-0.016285969,0.43602732,1.4215447,0.00062683347,0.49455214,1.313366,0.061801415,0.60894966
171,1.111835,1.5251921,0.30744922,1.0718311,1.5583287,0.30531418,1.1423472,1.5551962,0.32917544,1.0089426,1.5392318,0.36481094,1.1808966,1.536225,0.38479188,0.9159717,1.3527331,0.40993094,1.2217288,1.3368429,0.59598225,0.7968764,1.1478376,0.4339758,1.3197207,1.1673955,0.7759803,0.6986633,0.94073963,0.51983076,1.2808161,1.2037648,0.6076947,0.8992696,0.7998335,0.46066472,1.1139612,0.79210025,0.52375656,0.8821454,0.41113386,0.5135171,1.2508198,0.492178,0.47718772,0.87361884,0.071461506,0.5785836,1.3516525,0.086157285,0.5701892,0.86905026,0.0014245845,0.4443531,0.8189397,0.01042435,0.47819677,0.88957,0.02885372,0.6475849,1.3850743,-0.020557024,0.42900777,1.4346867,-0.00752096,0.48651293,1.3283056,0.04261739,0.6187294
172,1.1192044,1.5133537,0.30786002,1.0803009,1.5457001,0.30928156,1.1494721,1.5431057,0.3295367,1.017735,1.5252274,0.37110758,1.1901296,1.5212502,0.39123425,0.92663187,1.3399858,0.411496,1.2282438,1.3209115,0.5973409,0.8081896,1.1420971,0.43847558,1.3237404,1.1466805,0.77177364,0.70430976,0.93473154,0.5333295,1.2831143,1.1889297,0.6098435,0.900465,0.78680104,0.45420742,1.1152247,0.7761769,0.51733524,0.8819826,0.40218973,0.51951593,1.2476734,0.47332612,0.46936688,0.8659908,0.06770323,0.5908963,1.3519586,0.07007787,0.58135474,0.85286075,-0.006335827,0.47140828,0.8053997,0.0060772602,0.50214505,0.88277024,0.025207462,0.660181,1.3873016,-0.020113407,0.42426455,1.4357567,-0.010278346,0.48557362,1.3257524,0.025067894,0.63719076
