frame,NOSE,LEFT_EYE,RIGHT_EYE,LEFT_EAR,RIGHT_EAR,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_GROIN,RIGHT_GROIN,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_BIG_TOE,LEFT_LITTLE_TOE,LEFT_HEEL,RIGHT_BIG_TOE,RIGHT_LITTLE_TOE,RIGHT_HEEL
1.0,0.9264203310012817,0.9169466495513916,0.9347156882286072,0.8993538022041321,0.8748790621757507,0.8738586902618408,0.8702644109725952,0.8003345131874084,0.8246808052062988,0.812844455242157,0.8322786092758179,0.7166824340820312,0.7243479490280151,0.8045849204063416,0.8267026543617249,0.8418509364128113,0.8534494638442993,0.786799430847168,0.7869735956192017,0.7272416949272156,0.7802101969718933,0.8204097151756287,0.7312631607055664
2.0,0.9285276532173157,0.9195369482040405,0.9370562434196472,0.8971257209777832,0.8782466650009155,0.8739047050476074,0.8700383901596069,0.8002914190292358,0.8255674839019775,0.8043104410171509,0.8316268920898438,0.7157387733459473,0.7210370302200317,0.8072361946105957,0.8187705278396606,0.8428313136100769,0.8543338179588318,0.7928682565689087,0.789781391620636,0.7350153923034668,0.7834952473640442,0.8261637687683105,0.7384575605392456
3.0,0.928979218006134,0.9182088375091553,0.9369426965713501,0.9030536413192749,0.8797599077224731,0.8782668113708496,0.8738822340965271,0.8097555637359619,0.830174446105957,0.8132112622261047,0.8356108665466309,0.7164126634597778,0.726007342338562,0.8146371841430664,0.8303570747375488,0.8480535745620728,0.8577730655670166,0.7959738969802856,0.7909241318702698,0.754866361618042,0.7968300580978394,0.8389319181442261,0.744735836982727
4.0,0.9303711652755737,0.9198402762413025,0.9386507868766785,0.9060444831848145,0.8826875686645508,0.880304217338562,0.8751031160354614,0.8096374273300171,0.8342374563217163,0.8113394975662231,0.8405807018280029,0.7220488786697388,0.7290000915527344,0.8202892541885376,0.8331323266029358,0.8504612445831299,0.862647533416748,0.7942075729370117,0.7924283742904663,0.7550113201141357,0.7963522672653198,0.8409305810928345,0.748404860496521
5.0,0.9293264746665955,0.9172062873840332,0.9385664463043213,0.9022922515869141,0.8798174858093262,0.874829888343811,0.8733165264129639,0.809023380279541,0.8352665901184082,0.8068157434463501,0.842775821685791,0.723778247833252,0.7338147163391113,0.8204614520072937,0.8326301574707031,0.8486133813858032,0.8579429388046265,0.7725824117660522,0.7738568186759949,0.7384535074234009,0.7951964139938354,0.8397097587585449,0.7346475124359131
6.0,0.9302374124526978,0.9199805855751038,0.9391467571258545,0.905587911605835,0.8822977542877197,0.8761730194091797,0.871111273765564,0.8127250671386719,0.8357764482498169,0.8058217763900757,0.8371747732162476,0.7279031276702881,0.7342362403869629,0.8172441124916077,0.833184540271759,0.8479385375976562,0.8576885461807251,0.7740134000778198,0.7760022282600403,0.7393180131912231,0.7923629283905029,0.837174654006958,0.7378511428833008
7.0,0.9277962446212769,0.9188250303268433,0.9391169548034668,0.9060845971107483,0.8846256732940674,0.872913122177124,0.8704714775085449,0.8248995542526245,0.8323063850402832,0.7973982095718384,0.8318617939949036,0.7305536270141602,0.7379626035690308,0.8147255182266235,0.8386412262916565,0.8461645841598511,0.859070897102356,0.7661095857620239,0.7661787271499634,0.7363472580909729,0.781846284866333,0.82820725440979,0.7301831245422363
8.0,0.9286331534385681,0.9209607839584351,0.9394049644470215,0.9052928686141968,0.8871387243270874,0.8733124732971191,0.8696273565292358,0.8219438791275024,0.83540278673172,0.7982106804847717,0.8316184878349304,0.7297205328941345,0.7344269156455994,0.8152942657470703,0.8287478685379028,0.8466705083847046,0.8584526181221008,0.7630214691162109,0.7608044743537903,0.7419773936271667,0.788377583026886,0.8358433842658997,0.7366393804550171
9.0,0.9286061525344849,0.9197298288345337,0.9417982697486877,0.907633900642395,0.8906573057174683,0.8737022876739502,0.868996262550354,0.8210963010787964,0.8394456505775452,0.8033642768859863,0.837485671043396,0.7329772710800171,0.7365968823432922,0.8133187294006348,0.8245928287506104,0.8434691429138184,0.8569122552871704,0.7713109850883484,0.7665218114852905,0.7364217042922974,0.7934545874595642,0.8431286215782166,0.7368314862251282
10.0,0.92613685131073,0.9187959432601929,0.939527690410614,0.9094685316085815,0.8926700353622437,0.8691169023513794,0.8658929467201233,0.8150278329849243,0.8331707715988159,0.7960870265960693,0.8361644744873047,0.730837345123291,0.7370293140411377,0.806848406791687,0.8205206394195557,0.842968225479126,0.8576040267944336,0.7858180999755859,0.7794305682182312,0.7501273155212402,0.7935709953308105,0.8357371091842651,0.7346749305725098
11.0,0.925870954990387,0.916725754737854,0.9389612674713135,0.9095933437347412,0.8916658759117126,0.870830237865448,0.8700048327445984,0.8176676630973816,0.8374257683753967,0.798180341720581,0.8454874753952026,0.7323594689369202,0.7381495237350464,0.8077330589294434,0.8145357370376587,0.8450095653533936,0.8579334020614624,0.7893593907356262,0.7789165377616882,0.739277720451355,0.792773962020874,0.8384538888931274,0.7412838339805603
12.0,0.9291362166404724,0.9179559350013733,0.9406323432922363,0.9113742113113403,0.8913419246673584,0.8730124831199646,0.8715319633483887,0.8150383234024048,0.8354220390319824,0.7990818023681641,0.8450734615325928,0.732702374458313,0.7366125583648682,0.8077599406242371,0.8192927837371826,0.8447232246398926,0.859515905380249,0.7900276780128479,0.7786014676094055,0.7394622564315796,0.7911459803581238,0.8387409448623657,0.7454676628112793
13.0,0.9283565282821655,0.9190945029258728,0.9427592754364014,0.9102216362953186,0.8879203796386719,0.8723313212394714,0.8733485341072083,0.822731077671051,0.8361251354217529,0.7990955114364624,0.8419733047485352,0.7365044355392456,0.737687349319458,0.8228155970573425,0.8263899087905884,0.8488517999649048,0.8649446964263916,0.798324704170227,0.7863792181015015,0.7427611351013184,0.8079001307487488,0.8514735698699951,0.7427115440368652
14.0,0.9260942935943604,0.9182903170585632,0.9443002939224243,0.9101718664169312,0.8883358836174011,0.8703001737594604,0.8744367361068726,0.824144721031189,0.8333277106285095,0.8000564575195312,0.8402291536331177,0.734752893447876,0.7362728118896484,0.8200312852859497,0.828092098236084,0.8507050275802612,0.8633323907852173,0.8044636249542236,0.7952265739440918,0.7361176609992981,0.8037092089653015,0.8440319895744324,0.7383093237876892
15.0,0.9297889471054077,0.9165492057800293,0.9425289630889893,0.9077657461166382,0.8872616291046143,0.871005117893219,0.8766515851020813,0.82358717918396,0.8317511677742004,0.8055951595306396,0.8412876129150391,0.7337200045585632,0.7345878481864929,0.8191331624984741,0.8282923698425293,0.8520445823669434,0.865828275680542,0.8014603853225708,0.7963846921920776,0.7347652912139893,0.8138721585273743,0.8516473174095154,0.7350189685821533
16.0,0.9310054779052734,0.9173405170440674,0.9411759376525879,0.9036046266555786,0.8856744766235352,0.8672035336494446,0.8791981935501099,0.8198152780532837,0.8356759548187256,0.8077071905136108,0.846479058265686,0.7347196340560913,0.7355482578277588,0.8238619565963745,0.8313974142074585,0.855065107345581,0.8605948686599731,0.8147486448287964,0.8136453032493591,0.7590644359588623,0.807957649230957,0.8416999578475952,0.7269657254219055
17.0,0.9301106929779053,0.9169789552688599,0.9427794814109802,0.8998976945877075,0.881630539894104,0.8663910627365112,0.8810132145881653,0.8195806741714478,0.8374951481819153,0.8087138533592224,0.8446943163871765,0.7371735572814941,0.7356598377227783,0.8261842131614685,0.8348582983016968,0.8503663539886475,0.8622361421585083,0.8005846738815308,0.8020948767662048,0.7455662488937378,0.8099395632743835,0.8409811854362488,0.7285510301589966
18.0,0.9275456666946411,0.9188079833984375,0.9429872632026672,0.8992107510566711,0.8788360953330994,0.8665918111801147,0.8813533186912537,0.8095963001251221,0.8299965858459473,0.8079774379730225,0.8444457650184631,0.7360405325889587,0.7337617874145508,0.8172894716262817,0.8301107883453369,0.8441692590713501,0.8600921630859375,0.797035276889801,0.788143515586853,0.7351901531219482,0.8032053709030151,0.8355736136436462,0.7203837633132935
19.0,0.925137996673584,0.9179573655128479,0.940650463104248,0.8976842164993286,0.8755122423171997,0.8648974299430847,0.8773926496505737,0.8069232702255249,0.8256005644798279,0.8048224449157715,0.848799467086792,0.7326555252075195,0.7282261252403259,0.8143922686576843,0.8223135471343994,0.8424832820892334,0.8552332520484924,0.7863807082176208,0.7828965187072754,0.723724901676178,0.7991974353790283,0.8335375785827637,0.7100138664245605
20.0,0.9291037321090698,0.917689323425293,0.9421588182449341,0.897136926651001,0.8776650428771973,0.8651186227798462,0.8788235187530518,0.8110300302505493,0.8270806074142456,0.8125913739204407,0.8458553552627563,0.731907069683075,0.7276886701583862,0.811935544013977,0.8208327293395996,0.8477120399475098,0.8593449592590332,0.8098665475845337,0.8080383539199829,0.7434972524642944,0.8015108108520508,0.8333836793899536,0.7285791039466858
21.0,0.9303956031799316,0.9212789535522461,0.9433770179748535,0.9010751843452454,0.8777966499328613,0.8655112981796265,0.8795201778411865,0.8097309470176697,0.8266487717628479,0.8117148876190186,0.8469753265380859,0.7362860441207886,0.7274650931358337,0.8183931708335876,0.8204474449157715,0.849108099937439,0.8609028458595276,0.8233314752578735,0.8204509019851685,0.7535237669944763,0.8045210838317871,0.8352437615394592,0.7281584739685059
22.0,0.926061749458313,0.9175253510475159,0.9405320286750793,0.8998513221740723,0.8693008422851562,0.8634049296379089,0.8784202933311462,0.8088350296020508,0.8225122690200806,0.8084222674369812,0.842703104019165,0.7368437051773071,0.7267559170722961,0.8157649040222168,0.8204771280288696,0.8456884026527405,0.8583264946937561,0.827862024307251,0.8210411071777344,0.7516974210739136,0.8017362952232361,0.829684853553772,0.724175214767456
23.0,0.926369309425354,0.9193507432937622,0.9423662424087524,0.8976051211357117,0.872085452079773,0.8655626773834229,0.8782210350036621,0.8001285791397095,0.8177510499954224,0.7993390560150146,0.8405543565750122,0.7321881651878357,0.7242850065231323,0.8062019348144531,0.8142092823982239,0.8425255417823792,0.8593796491622925,0.8223679065704346,0.812263011932373,0.7481759786605835,0.806499183177948,0.8353968858718872,0.7326998710632324
24.0,0.9279671311378479,0.9224043488502502,0.9435511827468872,0.9032527208328247,0.8763554096221924,0.8658170700073242,0.8752148151397705,0.7963525056838989,0.8110712766647339,0.7967235445976257,0.8416428565979004,0.730209231376648,0.7253069281578064,0.8138399720191956,0.8177611231803894,0.8453817367553711,0.8590741157531738,0.8320775032043457,0.8190351724624634,0.7573697566986084,0.8017762899398804,0.8397655487060547,0.7309208512306213
25.0,0.9235461354255676,0.9183036088943481,0.943301796913147,0.8987365961074829,0.8708940744400024,0.8663743734359741,0.8702196478843689,0.7923637628555298,0.8074147701263428,0.7882542610168457,0.8333960771560669,0.7224639654159546,0.7174270749092102,0.802247166633606,0.8133319020271301,0.8411332964897156,0.8570125102996826,0.8339035511016846,0.8263395428657532,0.7688777446746826,0.8066633939743042,0.8433259725570679,0.7453264594078064
26.0,0.923887312412262,0.9214624166488647,0.9434024095535278,0.9060535430908203,0.8769007921218872,0.8700721263885498,0.8731508255004883,0.7900345921516418,0.8045563697814941,0.7853636145591736,0.8279135227203369,0.7213144302368164,0.7184274792671204,0.7938613891601562,0.8141217231750488,0.8385794758796692,0.8576067090034485,0.8194800615310669,0.8103299140930176,0.766760528087616,0.8183173537254333,0.8472816348075867,0.7633578181266785
27.0,0.9253500699996948,0.9192165732383728,0.9447863698005676,0.9066226482391357,0.8774710893630981,0.8743829727172852,0.8717345595359802,0.7926732301712036,0.808198094367981,0.7807204723358154,0.8269612193107605,0.722317099571228,0.7237130403518677,0.7982302904129028,0.8148091435432434,0.8433558940887451,0.8595559000968933,0.8259162902832031,0.8126481771469116,0.764255166053772,0.8104920387268066,0.8439676761627197,0.7593037486076355
28.0,0.9240407943725586,0.920456051826477,0.9431440234184265,0.9064680933952332,0.8781938552856445,0.8754711151123047,0.8719167709350586,0.7914312481880188,0.8138668537139893,0.7805471420288086,0.8258017301559448,0.7202469110488892,0.723215639591217,0.8031359910964966,0.8181763887405396,0.8413189649581909,0.859058141708374,0.8214120268821716,0.8129042387008667,0.7566596865653992,0.8152371048927307,0.8512692451477051,0.7634141445159912
29.0,0.9220368266105652,0.9217894077301025,0.9432676434516907,0.9028286337852478,0.8768104314804077,0.8779259324073792,0.8741167783737183,0.7941020727157593,0.8204188346862793,0.77788245677948,0.8233034610748291,0.7196642756462097,0.7245612144470215,0.8101511597633362,0.8246520757675171,0.8405009508132935,0.857516884803772,0.8138458132743835,0.808599591255188,0.7488441467285156,0.8204827308654785,0.8514352440834045,0.7679520845413208
30.0,0.9215489625930786,0.9206429719924927,0.9433186054229736,0.9021620750427246,0.879760205745697,0.879993200302124,0.8737048506736755,0.7939378023147583,0.8210242390632629,0.7819976806640625,0.8309931755065918,0.7156741619110107,0.7261039018630981,0.8138578534126282,0.8265914916992188,0.8486268520355225,0.8563370704650879,0.8128585815429688,0.81186842918396,0.7611758708953857,0.8226826190948486,0.8550074696540833,0.7725083827972412
31.0,0.9173355102539062,0.9188064336776733,0.9378942251205444,0.8980605006217957,0.8764960169792175,0.8766984343528748,0.8680651187896729,0.7838505506515503,0.8130170106887817,0.777329683303833,0.8306963443756104,0.711334764957428,0.7258997559547424,0.8101427555084229,0.8193404674530029,0.8445438146591187,0.8512534499168396,0.8073157072067261,0.8099378347396851,0.7506165504455566,0.8168941736221313,0.8523423671722412,0.7711681127548218
