frame,NOSE_x,NOSE_y,LEFT_EYE_x,LEFT_EYE_y,RIGHT_EYE_x,RIGHT_EYE_y,LEFT_EAR_x,LEFT_EAR_y,RIGHT_EAR_x,RIGHT_EAR_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_GROIN_x,LEFT_GROIN_y,RIGHT_GROIN_x,RIGHT_GROIN_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_BIG_TOE_x,LEFT_BIG_TOE_y,LEFT_LITTLE_TOE_x,LEFT_LITTLE_TOE_y,LEFT_HEEL_x,LEFT_HEEL_y,RIGHT_BIG_TOE_x,RIGHT_BIG_TOE_y,RIGHT_LITTLE_TOE_x,RIGHT_LITTLE_TOE_y,RIGHT_HEEL_x,RIGHT_HEEL_y
1.0,852.5543212890625,471.8478698730469,864.0963134765625,461.2677001953125,844.859619140625,463.1913757324219,891.9894409179688,466.0768737792969,839.088623046875,469.9241943359375,930.4627685546875,531.4815063476562,832.3558349609375,541.099853515625,944.8902587890625,621.893798828125,820.8138427734375,625.7411499023438,931.4246215820312,687.2984619140625,818.89013671875,697.8786010742188,911.2261352539062,715.1915893554688,849.6688232421875,716.1534423828125,919.8826293945312,845.0390625,867.9436645507812,846.0009155273438,927.5772705078125,964.3063354492188,885.2566528320312,960.4590454101562,909.3024291992188,993.161376953125,932.386474609375,993.161376953125,935.27197265625,980.6575317382812,866.9818115234375,989.3140258789062,858.3253173828125,983.5430297851562,899.6841430664062,974.8865356445312
2.0,852.4996948242188,473.4438781738281,864.0303955078125,461.91314697265625,843.8516235351562,463.8349304199219,891.896240234375,466.7176208496094,838.0863037109375,471.5220947265625,930.3319091796875,532.0582885742188,832.3209228515625,540.706298828125,945.7061767578125,622.3821411132812,820.7902221679688,626.2257080078125,931.2928466796875,686.761962890625,818.8684692382812,698.2926635742188,911.1140747070312,714.6278076171875,849.6170043945312,715.5886840820312,918.8012084960938,842.4264526367188,867.8739624023438,844.3482666015625,927.4492797851562,964.4597778320312,886.1309204101562,960.6162109375,910.1531982421875,994.2474365234375,933.214599609375,993.2865600585938,935.1364135742188,980.794921875,866.9130249023438,988.4821166992188,858.2650146484375,983.6776123046875,899.5833740234375,975.0296020507812
3.0,852.9400634765625,473.0837097167969,863.5030517578125,462.52069091796875,844.297607421875,463.48095703125,891.3510131835938,466.3617858886719,838.5359497070312,471.16314697265625,930.7222290039062,532.6206665039062,831.8140258789062,541.2631225585938,944.1660766601562,621.9261474609375,820.290771484375,626.7275390625,929.761962890625,687.2247924804688,819.3304443359375,697.7877807617188,911.5167846679688,714.1124267578125,849.0989379882812,715.07275390625,919.198974609375,841.828857421875,868.304443359375,843.7494506835938,927.8414306640625,964.7439575195312,886.5496215820312,960.90283203125,910.5565185546875,994.512451171875,933.6030883789062,993.5521850585938,935.5236206054688,980.1083374023438,866.3839111328125,989.7110595703125,857.741455078125,983.9494018554688,899.9934692382812,975.3069458007812
4.0,852.9090576171875,473.2079772949219,863.4700317382812,462.6470031738281,844.2682495117188,464.5671691894531,891.3126831054688,466.48736572265625,838.5076904296875,471.2878112792969,930.6763916015625,531.7734985351562,831.7870483398438,541.3743896484375,944.11767578125,621.0618896484375,819.305908203125,625.8623657226562,929.71630859375,686.3480834960938,819.305908203125,696.9090576171875,911.474609375,714.190673828125,849.0687255859375,716.1109008789062,919.1552734375,842.8428344726562,868.2705078125,843.8029174804688,928.7562255859375,964.7742919921875,885.5521240234375,960.9339599609375,911.474609375,994.537109375,934.5167236328125,992.616943359375,935.4768676757812,979.1756591796875,867.3104248046875,988.7765502929688,857.7095336914062,983.9761352539062,899.9534912109375,974.375244140625
5.0,852.5288696289062,474.1654052734375,863.085693359375,462.64892578125,843.8915405273438,464.5683288574219,891.8768310546875,466.48773193359375,838.13330078125,471.2862854003906,930.26513671875,532.7074584960938,832.3750610351562,541.3448486328125,944.6607055664062,621.960205078125,819.8988647460938,625.7990112304688,930.26513671875,687.22021484375,818.9391479492188,696.8173217773438,911.0709838867188,715.0516967773438,849.6497802734375,716.9711303710938,918.7486572265625,843.6524047851562,867.8842163085938,845.57177734375,928.345703125,964.5753784179688,886.1185913085938,960.736572265625,911.0709838867188,994.3262939453125,933.1442260742188,993.3665771484375,935.0636596679688,978.9710083007812,866.9244995117188,989.5277709960938,858.287109375,984.729248046875,900.5142211914062,975.1321411132812
6.0,852.4735717773438,473.35235595703125,863.991455078125,462.7942810058594,843.8351440429688,463.7541198730469,891.8263549804688,466.63360595703125,838.076171875,471.4327087402344,930.2192993164062,532.8614501953125,832.3172607421875,540.5400390625,944.6166381835938,622.1251220703125,819.8395385742188,625.9644165039062,930.2192993164062,687.3931274414062,818.8796997070312,696.9913940429688,911.0228271484375,715.22802734375,848.63427734375,717.147705078125,918.701416015625,842.8846435546875,867.8307495117188,845.7640991210938,928.2996826171875,963.8224487304688,886.0673828125,960.9429931640625,911.0228271484375,994.536865234375,934.05859375,992.6171875,935.0184326171875,978.2198486328125,866.8709106445312,988.7778930664062,858.2324829101562,983.978759765625,899.5049438476562,974.3805541992188
7.0,852.4140625,473.068359375,862.9742431640625,462.5081481933594,843.7738647460938,463.4681701660156,891.7748413085938,466.3482360839844,838.0137329101562,471.1483154296875,930.175537109375,532.5895385742188,832.253662109375,541.2296752929688,944.5758666992188,622.831298828125,820.7333984375,624.7513427734375,931.1355590820312,689.0725708007812,818.8133544921875,695.792724609375,910.9751586914062,715.953125,848.573974609375,716.9131469726562,918.6553344726562,843.6356201171875,867.7743530273438,845.5556640625,927.2955322265625,963.637939453125,886.0147094726562,960.7578735351562,910.9751586914062,994.3585815429688,934.015625,992.4385375976562,934.9756469726562,978.9982299804688,866.8143310546875,988.5984497070312,858.1741333007812,983.79833984375,899.4549560546875,974.1981811523438
8.0,852.1415405273438,472.46209716796875,863.6681518554688,460.93548583984375,843.49658203125,462.8565979003906,891.5241088867188,465.7382507324219,837.7332763671875,470.5409851074219,929.9461669921875,532.0162963867188,831.9699096679688,540.6612548828125,944.3544311523438,622.3080444335938,820.4432983398438,624.2291870117188,932.8278198242188,689.546630859375,818.522216796875,696.2705078125,910.735107421875,715.4815063476562,849.2598876953125,716.4420776367188,918.4195556640625,843.2348022460938,868.4708862304688,846.116455078125,928.0250244140625,964.2642822265625,886.7213745117188,960.4220581054688,910.735107421875,994.0413208007812,933.7883911132812,993.080810546875,934.7489013671875,979.633056640625,866.5498046875,989.2385864257812,857.9048461914062,983.4752807617188,901.129638671875,974.830322265625
9.0,851.082275390625,471.5709228515625,862.6365966796875,460.97943115234375,843.37939453125,461.9422912597656,891.5224609375,465.7937316894531,837.6022338867188,469.64520263671875,929.0740356445312,531.268310546875,831.8250122070312,539.93408203125,944.4797973632812,621.7772827148438,820.2706909179688,623.7030029296875,933.8883666992188,690.1404418945312,817.3821411132812,694.9547729492188,910.7796630859375,715.1748657226562,848.1936645507812,717.1005859375,919.4454345703125,844.1982421875,868.4137573242188,846.1239624023438,928.1111450195312,963.5930786132812,886.7081298828125,960.7044677734375,910.7796630859375,993.4417724609375,933.8883666992188,992.4789428710938,934.8511962890625,978.9988403320312,866.488037109375,989.59033203125,857.822265625,983.8131713867188,900.1881713867188,974.1845703125
10.0,850.8719482421875,470.2557678222656,862.4249267578125,459.6655578613281,843.1699829101562,461.5910339355469,891.307373046875,464.4792785644531,837.3934936523438,470.2557678222656,928.8544921875,530.9088745117188,831.6170043945312,539.5736083984375,945.22119140625,621.4071044921875,821.0267944335938,623.3325805664062,935.59375,688.7994384765625,817.1758422851562,694.575927734375,911.5250854492188,715.75634765625,848.9464721679688,717.6818237304688,919.22705078125,845.7272338867188,868.201416015625,847.6527099609375,927.8917846679688,964.1451416015625,886.49365234375,960.294189453125,911.5250854492188,993.9902954101562,933.6682739257812,993.027587890625,934.6309814453125,979.5491333007812,867.2387084960938,989.1765747070312,857.6112060546875,984.3628540039062,900.934814453125,974.7353515625
